-4308.0 -4308.0
-3913.0 -4210.585134708835
-3518.016161324534 -3878.861632282331
-3124.6634373114725 -3569.456447828888
-2756.202744166672 -3270.185015472757
-2371.1509123159044 -2954.4261042425182
-2013.1544415034004 -2739.739974354307
-1688.7848017533358 -2509.684429387498
-1453.7222513318632 -2165.8456731082497
-1266.1457421887126 -1851.1055369101466
-1121.9709982166917 -1651.5350855273307
-1084.0690856046426 -1448.120902340169
-1079.39694664618 -1374.31821818645
-1079.39694664618 -1273.6078076806841
-1073.7263987390338 -1189.96007603363
-1067.0811993095133 -1144.5350782431226
-1059.720987688555 -1134.684649337732
-1045.3309997063773 -1128.8287117227042
-1036.237293837045 -1126.4264871497971
-1031.523872069273 -1109.5080322881838
-1018.0195065128269 -1112.5565691099434
-1014.3151236380654 -1096.488668958863
-1011.1359174196738 -1094.5224003376877
-1007.7937576077261 -1094.0106040887154
-998.8830024509781 -1092.0231012502038
-998.8830024509781 -1097.1633694529125
-998.0472599353881 -1089.650802682832
-998.0472599353881 -1082.1308722257966
-998.0472599353881 -1080.9238932469716
-995.2157242919023 -1069.8713821473489
-988.1624687596501 -1060.1712693393506
-988.1624687596501 -1061.2823332659748
-984.5099301838166 -1063.7664997736993
-984.5099301838166 -1061.5338009100146
-984.5099301838166 -1055.1062821504377
-983.7273723764594 -1049.077418462532
-983.7273723764594 -1053.0692979532535
-983.2628980429296 -1047.0629561794087
-983.2628980429296 -1060.0456899185124
-983.2628980429296 -1052.3169179115669
-983.2628980429296 -1046.728228102621
-982.5987730889549 -1049.0151060056953
-980.7507581576041 -1046.9981132385562
-979.8204438454842 -1033.3747840900207
-974.0595952127658 -1041.1146458643038
-974.0595952127658 -1047.821915429998
-970.8445495760387 -1034.5394600954214
-970.8445495760387 -1046.99212553008
-965.6058408875704 -1039.8109709110086
-965.6058408875704 -1032.7735964441667
